ordinal,hp,torque,weightLbs,weightKg,displacement,engine,drivetrain,gears,aspiration,frontWeightPct,pi,speedRating,brakingRating,handlingRating,accelRating,price,division,topSpeedMph,quarterMile,zeroToSixty,zeroToHundred,braking60,braking100,lateralG60,lateralG120,imageUrl,wikiUrl,synopsis
2529,493,332,3120,1415,4,"F6",RWD,7,na,45,730,6.3,4.3,4.3,5.5,245000,"Modern Sport Coupe",203.9,11.9,3.2,7.1,99,251.5,1.27,1.32,"/car-images/2529.png","https://forza.fandom.com/wiki/Porsche_718_Cayman_GT4_RS","The 718 Cayman GT4 RS is the highest-performing model of the 718 line-up and also the first 718 to feature the 'RS' moniker, which was previously used only for the company's flagship 911 cars. To help performance, the GT4 RS model introduces weight-saving measures such as the absence of rear-quarter windows and lighter materials all around, an example being the bucket seats being made from carbon fiber reinforced plastic.<ref>"
2532,245,247,2469,1120,2,"I4",RWD,5,t,50,427,3.5,1.9,2.1,3.1,102000,"Sport Touring Classics",165.6,13.317,6.178,13.8,112,0,1.07,1.03,"/car-images/2532.png","https://forza.fandom.com/wiki/Porsche_924_Carrera_GTS","The 924 Carrera GTS is a race-prepped variant of the 924 that replaced the 914 in 1976. Compared to standard production models, it has a widebody with fiberglass body panels, plexiglass windows and an aluminum roll cage, bringing weight down to . It also comes with brakes from the 930 Turbo and bucket seats from the 935. Its turbocharged two liter engine produces  and is mated to a transaxle with a limited-slip differential, making it almost as powerful as the 1989 944 Turbo, the successor to 92"
2534,305,369,2866,1300,3,"I4",RWD,5,t,51,534,4.2,2.6,2.8,3.7,113000,"Sport Touring Classics",171.6,13,4.7,11.7,109.2,0,1.14,1.11,"/car-images/2534.png","https://forza.fandom.com/wiki/Porsche_968_Turbo_S","The 968 Turbo S is the ultimate iteration of the 968, Porsche's final model generation of front-engine, transaxle sports cars that replaced the 944."
2535,345,369,3594,1630,5.4,"V8",RWD,5,na,50,464,4.5,2,2.2,3.3,98000,"Sport Touring Classics",0,0,0,0,0,0,0,0,"/car-images/2535.png","https://forza.fandom.com/wiki/Porsche_928_GTS","The 928 GTS is the final model interation of the Porsche 928, a 2+2 grand tourer that was produced from 1977 to 1995. It was offered as the sole model for the 928 from 1992 to 1995, featuring widened bodywork and a 5.4 liter V8 engine. In 1995, high-specification 928 GTS models could reach prices in excess of US$100,000, making them the most expensive models in the United States at the time. This severely hampered sales despite the model's performance and long standard equipment list. Porsche di"
2537,160,120,1280,581,1.6,"F4",RWD,5,na,45,536,2.7,2.7,3,3.8,145000,"Vintage Le Mans Sportscars",155,12.467,5,11.2,114.8,300.3,1.18,1.11,"/car-images/2537.png","https://forza.fandom.com/wiki/Porsche_718_RS_60",""
2538,490,330,2880,1306,4,"F6",RWD,6,na,43,806,4.5,6.3,6.4,6.2,258000,"Forza GT2",178.9,10.7,4.3,7.8,97,240.6,1.43,1.63,"/car-images/2538.png","https://forza.fandom.com/wiki/Porsche_91_Porsche_Team_Manthey_991_RSR","The 991 RSR is a race car made for the FIA GTE-class series. It debuted in the 2013 season and in 2016 it received upgrades to meet new GTE regulations. A newly developed variant, the 911 RSR, was introduced in 2017. Instead of being based on the Porsche 911 GT3 like previous RSR models, the 991 RSR is based on the 991 Carrera 4S, avoiding a name conflict with the GT3 class model. Featuring a 4.0-liter flat-six boxer engine alongside a 6-speed tranmission, it produces"
2541,410,308,2103,954,3.5,"V6",RWD,6,sc,36,734,3.9,4.9,4.7,6.5,255000,"Track Toys",172.7,10.833,3.3,7,101.4,0,1.3,1.38,"/car-images/2541.png","https://forza.fandom.com/wiki/Lotus_3-Eleven","The 3-Eleven was unveiled at the Goodwood Festival of Speed in 2015 and it was launched in 2016 to replace the Lotus 2-Eleven. It's available in two configurations; a road legal version and a race version. Both versions of the car have different transmissions; a 6-speed manual transmission is available for the road version and a paddle operated 6-speed sequential manual transmission is available for the race version. This 3-Eleven in Forza titles is the race version with the sequential manual. I"
2542,506,442,3360,1524,2.9,"V6",RWD,6,t2,50,632,5.8,3.5,3.1,4.5,108000,"Modern Sport Touring",197.5,11.883,3.6,8.1,105.3,260.8,1.15,1.16,"/car-images/2542.png","https://forza.fandom.com/wiki/Alfa_Romeo_Giulia_Quadrifoglio","The Giulia Quadrifoglio is the high-performance model of the new Giulia lineup and the first model of the 952-codenamed Giulia range to be unveiled. The 952 Giulia is the successor to the Alfa Romeo 159. 'Giulia' is pronounced as 'Julia', while 'Quadrifoglio' (pronounced qua-dri-foh-li-oh) means 'four-leaf clover' in Italian."
2543,530,494,2745,1245,3.6,"V6",RWD,6,tt,47,820,4.6,6.6,6.9,5.6,264000,"Forza GT2",182,12.43,3.4,6.9,83.4,211,1.46,1.71,"/car-images/2543.png","https://forza.fandom.com/wiki/Ford_66_Ford_Racing_GT_Le_Mans","The #66 Ford Racing GT Le Mans is the racing model of the 2017 Ford GT designed for use in the LM GTE-Pro racing class. It finished fourth in the 2016 24 Hours of Le Mans (where a #68 Ford Racing GT finished first) and came in second in the 2016 6 Hours of Fuji and 6 Hours of Shanghai. It features yellow headlights, a six-speed gearbox driving the rear wheels, and a rear-view camera alongside side mirrors. The engine, a detuned 3.6L (3,599 cc) twin-turbocharged V6 producing  and  of torque, meet"
2544,645,600,3368,1528,8.4,"V10",RWD,6,na,50,767,4.1,6.1,5.6,5.5,284000,"Modern Sport GT",0,0,0,0,0,0,0,0,"/car-images/2544.png","https://forza.fandom.com/wiki/Dodge_Viper_ACR","The Viper ACR is an extreme, track-oriented variant of the Phase VX Dodge Viper and the successor to the 2008 Dodge Viper SRT10 ACR. The Viper ACR has also set multiple track lap records, including on Mazda Raceway Laguna Seca and Silverstone Racing Circuit. The Dodge Viper ACR uses a slightly tuned variant of its iconic 8.4L V10 engine; producing  and  of torque. It comes equipped with the same Tremec TR6060 six-speed manual transmission as the regular Viper, and power is sent to the rear wheel"
2548,845,578,2260,1025,3.2,"F6",RWD,4,tt,40,873,7.9,6,6.4,7.3,290000,"GTX Sportscars",226.8,9.55,2.618,5.42,97.8,243.8,1.43,1.62,"/car-images/2548.png","https://forza.fandom.com/wiki/Porsche_78_MOMO_935/78","Nicknamed 'Moby Dick' by Porsche engineers due to its large body dimensions and white base paint, the 935/78 was the final model revision of the Porsche 935, a Group 5 racing model based on the 1978 Porsche 911 SC. Designed mainly for the 24 Hours of Le Mans, the 935/78 could hit  on the old Mulsanne straight from the Circuit de la Sarthe track, which allowed it to even outrun Group 6 prototype cars and made it the fastest car of its era. The 935/78 uses a low drag body incorporating a slant nos"
2549,601,415,2044,927,4.9,"F12",RWD,5,na,36,857,8.7,5.3,5.8,9.2,282000,"Vintage Le Mans Prototypes",236.8,9.283,2.4,4.8,83.6,0,1.41,1.5,"/car-images/2549.png","https://forza.fandom.com/wiki/Porsche_3_917_LH","The 1970 Porsche #3 917 LH is the third variation of the Porsche 917 to appear in the Forza series, following the 1971 Porsche #23 917/20 and 1973 Porsche 917/30 Can-Am Spyder. This model is chassis number 917-043, which was raced by Martini International Racing at the 1970 24 Hours of Le Mans, where it has finished in second position after a 917 KH short-tail model. The car is currently on display at the Simeone Foundation Museum in Philadelphia, USA. The Langheck (abbreviated as LH and German "
2551,422,402,3946,1790,5,"V8",RWD,6,sc,53,479,4.3,2,2.2,3.3,63000,"Modern Sport Touring",177.6,12.733,5,11,123.1,303.8,1.06,1.01,"/car-images/2551.png","https://forza.fandom.com/wiki/Ford_FPV_Limited_Edition_Pursuit_Ute",""
2559,220,240,3360,1524,3.8,"I6",RWD,5,na,57,252,1,1,1,1.6,49000,"Sport Coupe Icons",123.2,16.2,8.5,25.1,134.7,0,0.93,0.87,"/car-images/2559.png","https://forza.fandom.com/wiki/Jaguar_Mk_II_3.8",""
2569,1020,920,2094,950,6.8,"V8",RWD,6,s,38,903,9.1,5.4,5.8,7.2,417000,"Track Toys",0,0,0,0,0,0,0,0,"/car-images/2569.png","https://forza.fandom.com/wiki/Ultima_Evolution_Coupe_1020","The Ultima 1020 is the successor to the Ultima GTR 720. The Ultima 1020 can be built with 15 different power outputs, with the starting model being a  Evolution kit car priced at US$51,000 (£38,000) and the highest model being the  model built by the people at the Ultima factory. The  model is priced at US$88,000 (£66,000). The Ultima 1020's mid-mounted 6.8L (6,800 cc) supercharged Chevrolet LS V8 engine produces  and . The Ultima 1020 is built on the stiff chassis and unique steering and suspen"
2577,769,519,3351,1520,6.3,"V12",RWD,7,na,46,766,7.9,4.7,4.5,6.2,311000,"Modern Exotic GT",0,0,0,0,0,0,0,0,"/car-images/2577.png","https://forza.fandom.com/wiki/Ferrari_F12tdf","The F12tdf is a limited-production exotic grand tourer and high performance variant of the Ferrari F12berlinetta, with only 799 units produced. Its 'tdf' moniker pays homage to the Tour de France automobile race held between 1899 and 1986 and which was regularly won by the Ferrari 250 between 1956 and 1964. The F12tdf uses a variant of the F12berlinetta's 6.3 liter (6,262 cc) V12 engine, codenamed F140 FG. Redlining at 8,900 rpm, the V12 produces  and  of torque. The F12tdf also weighs  less tha"
2580,471,420,4030,1828,5,"V8",RWD,6,s,54,544,5.6,2.6,2.4,3.6,83000,"Modern Sport Touring",0,0,0,0,0,0,0,0,"/car-images/2580.png","https://forza.fandom.com/wiki/Ford_Falcon_GT_F_351","The Falcon GT F 351 takes its name as a nod to the original Ford Falcon GT and from its 351 cubic inch (5.0L; 4,951 cc) supercharged V8 engine. The V8 produces  and ."
2581,302,325,3031,1375,4.3,"I6",RWD,4,na,56,361,1.9,1,1.1,3,76000,"Street Drag Racers",0,0,0,0,0,0,0,0,"/car-images/2581.png","https://forza.fandom.com/wiki/Chrysler_VH_Valiant_Charger_R/T_E49","The Valiant Charger R/T was a series of muscle cars manufactured in Australia, with the E49 being the fastest out of all models. Unlike most 1970s muscle cars, the E49 uses an inline-6 engine instead of a V8."
2582,308,350,3591,1629,5.7,"V8",RWD,6,na,56,416,3.6,1.9,2,2.7,79000,"Sport Touring Classics",160.2,13.35,5.581,13.9,116.8,0,1.06,1.03,"/car-images/2582.png","https://forza.fandom.com/wiki/HSV_GTSR","With the popularity of the HDT VK Commodore Group A and Holden VL Commodore Group A SV, HSV was given permission from Holden to produce 85 'Group A' specification models of the VS Commodore. Though Group A had ended in 1993, the GTSR ended up as a road-going counterpart to a non-existent racecar. Regardless, the GTSR has become a HSV icon and is easily recognizeable from its eye-catching yellow color and its massive rear spoiler.  Based on the 1995-1997 Holden VS Commodore, the GTSR used a modif"
2584,263,308,2954,1340,4.9,"V8",RWD,5,na,56,359,1.9,1.7,1.6,2.4,0,"",144.8,15,7,16.5,119.8,309.5,1.03,0.98,"/car-images/2584.png","https://forza.fandom.com/wiki/HDT_VK_Commodore_Group_A",""
2585,410,364,3461,1570,5.7,"V8",RWD,4,na,55,374,3.5,1.3,1.4,2.8,79000,"Vintage Muscle",164.6,14.683,6.6,14.1,127.3,347.4,1,0.95,"/car-images/2585.png","https://forza.fandom.com/wiki/Ford_Falcon_XA_GT-HO","The XA Falcon is the successor to the 1971 Falcon XY GTHO Phase III. Due to the Australian Supercar scare of 1972, only four XA GT-HOs were produced."
2587,241,280,3120,1415,5,"V8",RWD,5,na,56,359,3.1,1.7,1.8,2.4,60000,"Sport Touring Classics",158.7,14.8,6.5,15.5,121.4,0,1.04,0.99,"/car-images/2587.png","https://forza.fandom.com/wiki/Holden_VL_Commodore_Group_A_SV","Continuing after Holden Dealer Team's VK Commodore Group A, the VL Commodore Group A was HSV's first car. Nicknamed 'Plastic Fantastic' and 'Winged Warrior', the extensive plastic body kit reduced drag by up to 25%. While the engine suffered somewhat from low power output, it proved itself as an incredibly strong engine, capable of withstanding continued hard driving for extended periods of time.  Homologation for Australian Group A racing required 500 road-going units to be built, which HSV was"
2614,325,427,3548,1609,6.4,"V8",RWD,4,na,57,297,3,1,1,2.3,59000,"Vintage Muscle",0,0,0,0,0,0,0,0,"/car-images/2614.png","https://forza.fandom.com/wiki/Ford_Mustang_GT_2+2_Fastback",""
2616,759,508,3527,1600,6.5,"V12",AWD,7,na,43,803,7.2,4.5,4.4,6.9,341000,"Modern Exotic GT",232.2,10.133,2.631,5.75,101.9,0,1.26,1.35,"/car-images/2616.png","https://forza.fandom.com/wiki/Lamborghini_Centenario_LP_770-4","In a similar vein as the Lamborghini Veneno, which is based on the Lamborghini Aventador LP700-4, the Centenario LP 770-4 is a limited-production hypercar by Lamborghini based on the Lamborghini Aventador LP750-4 SV. Built to celebrate Ferruccio Lamborghini's 100th birthday, only 40 examples of this car were built: 20 coupes and 20 roadsters. Built on the chassis of a Lamborghini Aventador SV, the Lamborghini Centenario LP 770-4 weighs  less and gains a lot more downforce and cooling from its bo"
2618,565,467,3933,1784,3.8,"V6",AWD,6,tt,54,702,6.5,3.3,3.2,5.5,126000,"Modern Sport GT",205.9,11.15,2.75,6.85,104.8,0,1.16,1.17,"/car-images/2618.png","https://forza.fandom.com/wiki/Nissan_GT-R_(R35)","The 2017 GT-R was the second facelift for the R35 GT-R, consisting of subtle exterior changes such as a V-shaped grille to match it to Nissan's corporate front design, and a number of performance tweaks. It has gained  over the 2012 GT-R Black Edition, but also weighs  more."
2624,1479,1180,4398,1995,8,"W16",AWD,7,t4,43,869,10,4.6,4.4,8.8,418000,"Modern Hypercars",269.9,9.25,2.4,4.9,100.1,196.6,1.27,1.32,"/car-images/2624.png","https://forza.fandom.com/wiki/Bugatti_Chiron","Named after Monegasque driver Louis Chiron, the Bugatti Chiron is the successor to the Bugatti Veyron 16.4. It gets its styling cues from the Bugatti Vision Gran Turismo concept car."
2628,493,442,3329,1510,3,"I6",RWD,6,tt,51,701,5.6,4.2,3.9,5,134000,"Modern Sport Touring",197,11.933,3.682,7.955,93.2,225.1,1.12,1.2,"/car-images/2628.png","https://forza.fandom.com/wiki/BMW_M4_GTS","The M4 GTS is the successor to the BMW M3 GTS, being the track-oriented variant of the BMW M4 Coupé. It uses the same three liter twin-turbocharged inline-six engine as the M4, but with power rated at  and torque at . It loses  over the normal M4 with the removal of the back seat, and has a fixed rear wing."
2647,740,737,2685,1218,6,"V12",RWD,7,tt,44,871,8.1,5.8,5.9,7.7,418000,"Modern Hypercars",230.3,9.833,3.27,5.74,93.9,231.6,1.38,1.57,"/car-images/2647.png","https://forza.fandom.com/wiki/Pagani_Huayra_BC_Coupe","The Huayra BC is a track-ready variant of the Huayra that was unveiled at the 2016 Geneva Motor Show. It is named after Benny Caiola, a long-time friend of Horacio Pagani and the first customer to buy a Pagani car. Only 20 units were produced, with each priced at US$2.6 million. The Huayra BC is powered by an M158 codenamed twin-turbocharged V12 engine from the Huayra that was upgraded to produce  at 6200 rpm and  of torque between 4000 and 6500 rpm, although its specifications differ from the r"
2654,577,516,3428,1555,4,"V8",RWD,7,tt,47,728,6.5,4.5,4.3,5.7,240000,"Modern Sport GT",206.6,11.15,3.6,7.8,102.4,0,1.27,1.3,"/car-images/2654.png","https://forza.fandom.com/wiki/Mercedes-AMG_GT_R","The Mercedes-AMG GT R is a high-performance variant of the Mercedes-AMG GT S fastback coupé. Unveiled at the 2016 Goodwood Festival of Speed, it features a front-mid-mounted M178 twin-turbocharged V8 engine, displacing 4.0 liters (3,982 cc) and producing  and  of torque. The GT R displays various cosmetic alterations compared with the regular AMG GT, notably the front grill's vertical slats, a fixed carbon rear wing, new front air intakes, and new front and rear diffusers. Its styling is more si"
2659,217,202,2789,1265,2,"I4",RWD,5,t,54,380,3.1,1.8,2.1,2.7,57000,"Early Sport Compact",0,0,0,0,0,0,0,0,"/car-images/2659.png","https://forza.fandom.com/wiki/Nissan_Silvia_K's_AERO","Restyled with sharper lines, the 1998 Silvia K's Aero is a facelift model of the 1994 to 1996 Silvia K's. It was the most expensive model available for the S14 Silvia, as it came with the most powerful engine and an aerodynamics package. Also known as the 'Kouki', the 1998 Silvia was the final model year for the S14, and was replaced by the S15 in 1999."
2665,700,750,5029,2281,6,"W12",AWD,8,tt,58,656,6.8,2.7,2.4,4.7,132000,"Sport Luxury",211.2,11.267,3.663,8.018,110.4,261.1,1.09,1.07,"/car-images/2665.png","https://forza.fandom.com/wiki/Bentley_Continental_Supersports_(2017)","Succeeding the 2010 Supersports, the 2017 Supersports is a W12-engined grand tourer based on the facelifted 2015 Bentley Continental GT. It is stated to be Bentley's most powerful and fastest production car ever, surpassing the 2013 Continental GT Speed. It sports a 6.0L (5,998 cc) twin-turbocharged W12 engine with a power rating of  and a torque rating of . It comes equipped with a ZF 8-speed automatic gearbox with Quickshift, Block Shifting, and a wheel-mounted paddle shifter. It also sports c"
2739,650,650,3883,1761,6.2,"V8",RWD,6,s,50,646,5.8,3.5,3.3,4.5,107000,"Modern Sport Touring",196.7,12,3.7,8.2,103.4,0,1.18,1.19,"/car-images/2739.png","https://forza.fandom.com/wiki/Chevrolet_Camaro_ZL1_(2017)","Replacing the fifth-generation Camaro ZL1 from 2012, the 2017 Chevrolet Camaro ZL1 is a high-performance track-oriented variant of the Chevrolet Camaro Super Sport. It is the most powerful Camaro model made, with a supercharged V8 from the Chevrolet Corvette Z06 (C7) producing  and . It is also unique in that it has the option of a 10-speed automatic transmission. In 2017, the Camaro ZL1 1LE, a track performance package for the ZL1, debuted for the 2018 model year."
2740,165,184,2477,1124,1.4,"I4",RWD,6,t,54,360,2.1,2.3,2.4,2.2,43000,"Modern Sport Compact",144.5,14.9,6.482,17.6,110.9,284.1,1.1,1.07,"/car-images/2740.png","https://forza.fandom.com/wiki/Abarth_124_Spider","The 124 Spider was first introduced in 2016 as a homage to the 50th anniversary of the 1966-1985 124 Sport Spider. The Abarth is the performance model of its range, designed with typical Abarth design elements such as a matte black hood, and upgraded to boast a 124 hp per liter ratio. Sharing its platform with the 2016 Mazda MX-5, the 124 Spider Abarth is a front-engined, rear-wheel drive roadster, although it was designed with specifications different from the MX-5. Its engine, for instance, is"
2741,550,568,4398,1995,4,"V8",AWD,8,tt,55,643,6.8,3,2.6,4.9,123000,"Sport Luxury",0,0,0,0,0,0,0,0,"/car-images/2741.png","https://forza.fandom.com/wiki/Porsche_Panamera_Turbo_(2017)","The 2017 Panamera Turbo is part of the second model generation of the Porsche Panamera, codenamed 971. Compared to its predecessor, the 2017 model now makes use of a redesigned chassis, a twin-turbocharged V8 engine, and an 8-speed transmission."
2755,691,553,3197,1450,3.8,"F6",RWD,7,tt,40,803,7.1,5.1,4.8,7.4,336000,"Modern Sport GT",213.3,10.217,2.9,5.7,0,0,1.3,1.39,"/car-images/2755.png","https://forza.fandom.com/wiki/Porsche_911_GT2_RS_(2018)","The 2018 GT2 RS was revealed alongside Forza Motorsport 7 during the E3 2017 Microsoft press conference. It succeeds the 2012 Porsche 911 GT2 RS as the most powerful car of the facelifted 991-codenamed Porsche 911 called '991.2'. Unlike the 2012 GT2 RS, it is not based on any existing 911 GT2 model, but on the 2016 Porsche 911 GT3 RS. The 2018 GT2 RS holds a record for the fastest rear-engined production car at the Nürburgring Nordschleife, with a time of 6:47.10 minutes, beating AWD cars like t"
2760,635,465,3109,1410,5,"V8",RWD,6,na,53,785,5,5.6,5.6,5.7,246000,"Forza AUS",186,11.483,3.284,6.783,91.2,225.2,1.37,1.51,"/car-images/2760.png","https://forza.fandom.com/wiki/Ford_17_Shell_V-Power_Racing_Team_Falcon_FG_X","The FG X, based on the 2015 Ford Falcon XR8, competed in the Supercars Championship between 2015 to 2018 under DJR Team Penske and Tickford Racing (Prodrive Racing Australia) as a successor to the previous Ford FG Falcon."
2774,900,1100,1929,875,2,"V4",AWD,7,th,42,999,6.7,10,10,10,450000,"Forza P1",205.7,8.55,3.03,4.824,82.3,188,1.65,2.31,"/car-images/2774.png","https://forza.fandom.com/wiki/Porsche_2_Porsche_Team_919_Hybrid","The 2017 919 Hybrid replaces the 2015 Porsche 919 Hybrid. The #2 919 Hybrid, driven by Timo Bernhard, Brendon Hartley, and Earl Bamber, won first place in the 2017 24 Hours of Le Mans, 2017 6 Hours of Nürburgring, and 2017 6 Hours of Mexico. It was discontinued at the end of the 2017 World Endurance Championship season to allow Porsche to focus on Formula E. A race car for use in the Le Mans Prototype1 class, the 2017 919 Hybrid is an evolution of its preceding models in 2016 and 2015. The car u"
2775,503,340,2740,1243,4,"F6",RWD,6,na,43,811,4.7,6.6,6.7,5.9,259000,"Forza GT2",183.6,10.933,4.3,7.5,92.3,229.7,1.45,1.69,"/car-images/2775.png","https://forza.fandom.com/wiki/Porsche_92_Porsche_GT_Team_911_RSR","Different from previous 911 RSR models, the 991.2 RSR is mid-engined instead of rear-engined. The #92 911 RSR was entered into the 2017 24 Hours of Le Mans, driven by Michael Christensen, Kévin Estre, and Dirk Werner. The #92 911 RSR placed 38th in the overall qualifying round and 7th in the LM GTE Pro class. In the race, however, the car was crashed, which resulted in the car being retired from the race. Adopting a mid-engine, RWD layout, the new 911 RSR uses a 4.0 L naturally aspirated flat-6 "
2776,700,629,2800,1270,7.7,"V8",RWD,5,na,51,811,7.5,5.2,5.5,7,259000,"GTX Sportscars",220.9,10.433,3.9,7.02,92.1,237.9,1.38,1.48,"/car-images/2776.png","https://forza.fandom.com/wiki/Chevrolet_76_Greenwood_Corvette","Based on the C3 generation of the Chevrolet Corvette, the Greenwood Corvette is designed as a silhouette race car. The car has a coil-spring double wishbone suspension design, an aerodynamic designed body, and a V8 engine that has been bored out to 7.7L and now produces about . The iconic red, white, and blue paint scheme and the 'Stars and Stripes' livery of these cars eventually became synonymous with the Greenwood brand. There would be two distinct #76s run during the 1976 IMSA GT season. One"
2792,485,475,2682,1217,7,"V8",RWD,4,na,38,728,6,4.3,4.6,5,217000,"Vintage Le Mans Prototypes",200.2,12,4.182,8.2,92.9,237.4,1.3,1.36,"/car-images/2792.png","https://forza.fandom.com/wiki/Ford_2_GT40_Mk_II_Le_Mans","The GT40 is a series of racing cars developed by Ford and Lola during the 1960s, with the 1966 GT40 Mk II being the successor to the 1964 Ford GT40 Mk I. It is notable for finishing the 1966 24 Hours of Le Mans in first, second and third position, beating Ferrari in the process. The GT40 Mk IV, the successor to this model, went on to repeat its success at Le Mans in 1967, 1968 and 1969. Its development and victory at the 1966 Le Mans served as the subject of the 2019 American sports film Ford v "
2793,450,385,2271,1030,4,"V12",RWD,5,na,40,764,5.9,4.7,5.2,6.5,235000,"Vintage Le Mans Prototypes",199.9,11.1,3.8,8,95.8,240.2,1.35,1.44,"/car-images/2793.png","https://forza.fandom.com/wiki/Ferrari_24_Ferrari_Spa_330_P4","The 330 P4 is a classic sports prototype race car built as part of the Ferrari P series. It was a renowned V12 endurance car that replaced the 1966 330 P3. Powered by a 4.0L (3,967) Lampredi Tipo 237 V12 engine, which is a revised version of the P3's engine, the P4 utilizes a new three-valve head and fuel injection. It produces  and . Being a lightweight race car, it weighs only . The P4 won the 1967 1000 km Monza. Two P4s and one 412 P electrified the racing world, when they finished the race s"
2794,381,347,2844,1290,3.3,"F6",RWD,5,t,39,626,4.9,3.1,3.2,4.6,135000,"Sport GT Icons",185.4,11.6,3.9,8.9,108.1,284.5,1.18,1.17,"/car-images/2794.png","https://forza.fandom.com/wiki/Porsche_911_Turbo_S_Leichtbau","The 964-codenamed 911 Turbo S Leichtbau is one of the rarest Porsche 911 models ever made, with only 86 units created. 'Leichtbau' is German for lightweight, and refers to the car's weight loss of almost  compared to the standard Turbo S."
2796,620,479,3109,1410,5,"V8",RWD,6,na,53,785,5,5.5,5.5,5.9,247000,"Forza AUS",185.9,11.1,3.316,6.5,90.4,224.2,1.36,1.5,"/car-images/2796.png","https://forza.fandom.com/wiki/Holden_22_Walkinshaw_Performance_VF_Commodore",""
2797,668,485,3109,1410,5,"V8",RWD,6,na,53,783,4.9,5.6,5.6,5.7,246000,"Forza AUS",0,0,0,0,0,0,0,0,"/car-images/2797.png","https://forza.fandom.com/wiki/Nissan_Altima_Racecar",""
2800,525,430,2030,921,6,"V12",RWD,5,na,45,928,7.2,9.2,9.9,7.5,328000,"GTP/C",212.6,9.833,3.8,6.6,77.6,186,1.64,2.26,"/car-images/2800.png","https://forza.fandom.com/wiki/Jaguar_44_Group_44_XJR-5",""
2801,562,397,2315,1050,2.1,"I4",RWD,5,t,52,803,4.4,6.3,6.5,5.8,255000,"GTX Sportscars",179,10.8,4,7.3,83.2,0,1.43,1.64,"/car-images/2801.png","https://forza.fandom.com/wiki/Nissan_11_Tomica_Skyline_Turbo_Super_Silhouette","The #11 Skyline was developed for the Japanese Super Silhouette series held from 1979 to 1984. Originally an R30 Skyline but heavily modified for high-speed application, the KDR30 codenamed #11 Skyline is powered by the turbocharged 2082 cc (2.1 liter) LZ20B engine producing , which is shared with the 1984 KY910 #20 Bluebird and the 1983 KS110 #23 Silvia. Japanese racing team Hasemi Motor Sport successfully raced this particular model that was piloted by Masahiro Hasemi in the 1982 and 1983 seas"
2817,200,156,3042,1380,2.2,"I4",FWD,5,na,63,312,2,1.5,1.7,2.1,35000,"Early Sport Compact",143.6,15.3,6.5,18.5,116.1,302.8,1.03,0.99,"/car-images/2817.png","https://forza.fandom.com/wiki/Honda_Prelude_Type_SH",""
2823,217,155,1411,640,2,"I6",RWD,5,na,45,578,4.2,2.3,3,4,130000,"Vintage Le Mans Sportscars",176.5,12,5.2,10.7,109.1,284.9,1.19,1.08,"/car-images/2823.png","https://forza.fandom.com/wiki/Nissan_R380_II",""
2824,500,454,2756,1250,4.4,"V8",RWD,6,t2,50,813,4.5,6.6,6.8,6.1,261000,"Forza GT2",180.4,11.05,3.8,7.4,84.8,212.9,1.46,1.71,"/car-images/2824.png","https://forza.fandom.com/wiki/BMW_24_BMW_Team_RLL_M6_GTLM","Based on the third generation BMW M6, the M6 GTLM was built as a successor to the Z4 GTE for the GT Le Mans (GTLM) class of the IMSA SportsCar Championship. Powered by a 4.4L twin-turbocharged S63B44T0 V8 engine, the car is similar to its GT3 twin, but is about  lighter, doesn't have anti-lock brakes, and also has a slightly longer wheelbase. The car would make its debut at the opening round of the 2016 season at the 24 Hours of Daytona. The #24 was one of the two cars that was raced during the "
2826,750,610,1950,885,7,"V12",RWD,5,na,40,969,6.2,10,10,8.8,395000,"GTP/C",202.4,9,2.4,5,76.5,191.9,1.71,2.47,"/car-images/2826.png","https://forza.fandom.com/wiki/Jaguar_1_Jaguar_Racing_XJR-9",""
2840,680,508,2744,1245,3,"V6",AWD,5,t,50,815,5.6,5.9,6.1,5.7,261000,"GTX Sportscars",195.1,10.617,4,7.8,86,219.6,1.42,1.55,"/car-images/2840.png","https://forza.fandom.com/wiki/Nissan_33_Bob_Sharp_Racing_300ZX",""
2844,385,368,1598,725,2.3,"I4",RWD,6,t,37,785,3.9,5.2,5.2,7,317000,"Track Toys",172.6,10.333,2.7,5.7,96.9,0,1.34,1.46,"/car-images/2844.png","https://forza.fandom.com/wiki/VUHL_05RR","The VUHL 05RR is an upgraded version of the previous 05, featuring enhancements for a more track-focused experience. The car is powered by a 2.3L Ford EcoBoost turbocharged inline-4 producing"
2846,710,568,2950,1338,4,"V8",RWD,7,tt,42,807,7.1,4.8,4.6,7.7,346000,"Modern Sport GT",206.8,10.15,2.8,5.5,101.5,0,1.28,1.36,"/car-images/2846.png","https://forza.fandom.com/wiki/McLaren_720S_Coupé","The 720S is the second generation of McLaren's Super Series, replacing the 650S Coupé for model year 2018. Although similar in size and equipped with a higher capacity engine, it weighs  less than its predecessor due to various lightened components and a redesigned carbon fiber monocoque that extends to the roof and buttresses. Its four liter (3,994 cc) twin-turbocharged V8 is a redesign of the 3.8 liter variant of previous McLaren models. It produces 720 PS, , at 7000 rpm, and  of torque at 550"
